text,label
"disabled Ghana """""" most of the time , you will hear people advocating the inclusion of women in governance because they are vulnerable . what most people fail to recognise , however , is that disabled persons are even more vulnerable than women and need to be supported , """" he added .""",1
"poor-families Singapore """""" we want to supply these bicycles for vietnamese students from poor families in remote areas so that they can pursue their studies , """" said michael shuman , a former u.s. marine .""",1
"women Bangladesh the kalpana chakma case demonstrates how subjugating a people is achieved by attacks on women and how those guilty of it are allowed to get away scot-free . this woman showed outstanding courage , a lion heart who spoke up for the violated until she , herself , was violently silenced.",1
poor-families New Zealand vast swathes of south african land are owned by government and are not utilised or are underutilised . government can easily transfer much of this land to deserving poor families and communities .,1
"homeless United States ""dodgeballs were flying fast and hard at morningside college today for the 5th annual attack of the killer dodgeball tournament fundraiser . the double elimination tournament had 18 teams playing this year to raise funds for the community action agency of siouxland 's welcome home project """" . the project aims to get homeless siouxland families off the streets and , with the aid of a family-development specialist , helps them turn their lives around .""",1
"homeless Kenya """""" so instead of recrimination , let us join hands in common work . let us feed the hungry , let us house the homeless , let us give work to those who have none , and let us bring medicine to those who are ill , """" uhuru said .""",1
"hopeless Jamaica that foundation became an oasis for grant 's pen residents , and as they embraced our motto , ' doing what love requires ' , political tensions eased and hopeless young people were able to get skills training as the foundation partnered with heart trust/nta to make them employable .",1
"in-need Malaysia """""" the world today is in need of this : that joy that arises from the encounter with christ in a life of personal and community prayer , in daily listening to the word , in the encounter with brothers and sisters , in a happy fraternal life in the community , including fragility , and in the embrace of the flesh of christ in the poor . prophets of a joy that is born of feeling loved and therefore forgiven , """" he said may 22 .""",1
"poor-families Bangladesh with the assistances of the shoal livelihoods programme through different ngos , over 1,00,000 poor families living in the areas of these districts have achieved the success to overcome poverty since 2004 .",1
"vulnerable Sri Lanka the rda 's actions , whilst creating a stir in colombo society , are symptomatic of a much deeper national issue that mostly affects poor and vulnerable citizens . unfortunately , the woes of the poor are rarely heard . unaware of the laws and their rights , they do not have the means to hire lawyers and spend years in court to seek just compensation .",1
"in-need Philippines """""" h.e.r.o . gives a chance to employees to reach out and help those who are in need , """" shares cemex treasury operations team lead in asia daisy delos angeles . she also believes that employee volunteerism , like what they do , is indicative of employee-company 's unified mission to demonstrate concern for society .""",1
"homeless Pakistan but displaced people were not left homeless by developers and government agencies ; displacement and resettlement in singapore has been handled with tremendous care , and it is never begun unless replacement homes or flats for the affected are ready .",1
"vulnerable Nigeria """""" the american people , as we always have been , are there to partner with african countries to ensure their most vulnerable populations receive life-saving assistance .""",1
in-need Hong Kong the candidate promises to do good things and help those in need .,1
"poor-families Ireland this year team hope shoeboxes from ireland will go to street children , orphans , children in hospital , poor families , victims of war and other needy situations in eastern europe and former soviet union e.g. romania , kosovo , albania and africa e.g. cameroon , congo , rwanda .",1
"homeless United Kingdom ""she said : """" i saw this need when i was helping with the eagles wings trust mobile soup kitchen in dundee . toiletries and other essentials make a huge difference to people who are homeless or have no home of their own . """"""",1
"poor-families South Africa in south africa , education is a right and not a privilege , but an unfavourable background can unconsciously infringe on this right . it is an open secret that poverty is rife in our country , therefore , those who are privileged enough should assist those who do not have . it may sound like an overstatement , but there are many girls who come from poor families who miss school due to lack of sanitary pads .",1
vulnerable United Kingdom if these problems are not tackled there is every chance that another reporter will be back in another 20 years wondering how it is possible that vulnerable children are still being cursed with hunger and a horribly early death .,1
"homeless New Zealand in september , major nottle set off on foot from melbourne to canberra to plead for a national solution to the homeless problem .",1
in-need Canada b.c. housing minister selina robinson said that the project represents hope for many women and families in need .,1
"vulnerable Pakistan in her tweet , reham highlighted how a ' real leader ' should protect the vulnerable communities .",1
"poor-families Kenya mrs gachagua attributed her kind gesture to a perennial , disturbing sight of despondent children from poor families gawping at kids from rich households as they make merry during festive seasons .",1
"disabled Ghana """""" every abled person today can become disabled tomorrow . so we should treat our physically challenged brothers and sisters with dignity and respect , """" he cautioned .""",1
"vulnerable Ireland """""" someone has to be there to care , """" he says . """" i think my passion for health-care policy comes from these vulnerable people who are forgotten . this whole experience has been more invigorating than i ever thought . """"""",1
"homeless Bangladesh why is the voting turn-out so poor in rich countries like america , whose gdp may be high but which still has a vast majority of homeless and poor people ? democracy is not the solution to everything and most countries still do not practice democracy to its full meaning . poor countries need to show they are democratic to play the field in globalisation and modernisation and get their poor to the voting pool , who would in many cases much rather just be working on their fields as politicians never really did much for them anyway .",1
in-need New Zealand accountability is suggesting that the people so in need of our help and support could have done a little bit more to help themselves .,1
"vulnerable Nigeria ""speaking at the elaborate event , the first of its kind in badagry , chairman of the association , comrade monday denagan honfovu , who also doubles as the president of badagry community youth association , bcya , said , the idea to assist the vulnerable women was borne out of the saying , """" if you empower a woman , you empower the nation """" .""",1
"poor-families Australia """""" everyone makes a mistake , no one 's perfect . execution is very bad , no one likes it . we feel very sorry for these poor , poor families .""",1
"in-need Tanzania, United Republic of ""he said his decision to help those in need did not benefit him personally , but """" rather such assistance was being given by all the group 's employees ... in one way or another , all of us have been helping those in need . """"""",1
"in-need Jamaica """""" a lot of people are in need of better roads , potable water , skills training , the education and health-care facilities that need to be developed . they all want it to happen at one time and you have to explain to them that it is a process ... and will not happen overnight . we have made a lot of achievements and i do hope that we will be able to convey fully what the vision is for the constituency and that persons will buy into exactly what we have been trying to do , """" he said .""",1
"in-need India but despite the dwindling hope , yemenis refuse to give up on others in need .",1
"in-need Malaysia vatican city : to suffer and empathize together with others , drawing close to them to help restore their dignity : this is the attitude that the christian should before those who suffer and are in need , said pope francis during mass this morning at casa santa marta , commenting on today 's gospel from luke dedicated to the account of christ 's resurrection of nain 's son .",1
"refugee Bangladesh """""" those ( rohingyas ) who somehow entered the country by skipping the border regulation , we have decided to give them shelter on a humanitarian grounds """" he said , while adding that there are other refugees also receiving aid in bangladesh .""",1
"vulnerable United States over the years , i have worked very hard getting the word out about this national disgrace . our most vulnerable citizens in long-term care facilities do not have a voice and fate has been able to fill that void by speaking loud and clear for them and their families about abuses in long-term care facilities and , in particular , the overmedication of the patients in those places .",1
"in-need Singapore the actor , who will be seen later this month in avengers : infinity war , found himself called upon to make the day of a young fan in need . on wednesday , he hung out with jacob monday , who is a 16-year-old from upstate new york who has terminal cancer . the teen , who has a rare form of bone cancer , has a bucket list he 's working through and it included meeting his favorite movie star .",1
"refugee Philippines foreign affairs spokesman charles jose said in a press briefing on tuesday that the philippines , as a signatory to the 1951 united nations convention relating to the status of refugees , is committed to extend a hand to war refugees .",1
"homeless Tanzania, United Republic of """""" if a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , """" he adds .""",1
"hopeless Ghana cecil duddley mends who is the ceo of duddleys expressions , a modern state of the art fashion couture in ghana that focuses mainly on fashion shows in africa and europe did n't only win the fashion designer of the year award because of his immense progress in ghana 's fashion , but was also honored because he gave people hope from the hopelessness by training more than 1,000 people for free that can put food on their tables .",1
"hopeless Pakistan yemen , syria , iraq and libya are hopeless ( anarchy ) militia states ; these are hopeless states , hopeless . how can we save these states ; even the us army could not bring stability after 10 years in iraq .",1
"vulnerable United Kingdom ' a large-scale , publicly-funded energy efficiency programme is urgently needed to create jobs , cut emissions and save the lives of some of the uk 's most vulnerable people . '",1
"hopeless Nigeria when prophet elijah the tishbite was so frustrated and hopeless that contemplated suicide and told god to kill him , the first thing god did was to solve his immediate need by giving him food . he gave him food again until he ate and his heart was settled and thought of suicide no more .",1
"poor-families Australia ""this raises the question about the network of religious """" madrassa """" education , where children from poor families are indoctrinated to carry out suicide attacks . several suicide bombers in recent months have been teenage children forced to embrace the bomb instead of the book . yet global outrage is , so far , absent on this issue . <h> roadblocks in schools""",1
"disabled Nigeria by learning a skill , and then passing it on to others , otoyo is not only changing the narrative around disabled people , his work of knitting has also helped him to overcome the trauma of a decade spent fighting under one of the world 's most brutal rebel groups .",1
"homeless Jamaica we work as if everything depends on us , and pray as though everything depends on god . but he does more than we could ever do . we beg , we build our homes for the poor , homeless and destitute . we build our own monasteries . we build our own beds and chairs . we cook , clean , make our own clothes , cut each other 's hair .",1
"disabled Sri Lanka when we talk about the freedom it is essential to remember the valiant war heroes who fought to save our country from l. t. t. e. terrorism throughout 30 years . they sacrificed their lives . they lost their limbs . they became disabled and their families suffered heavily . economy was ruined . about 100,000 people including civilians lost their lives . thousands became disabled . are the people who lost their lives in the 30 years long war were losers ? are those who saved their lives are winners ? i believe that we , who saved our lives from that tragedy , should remember the lessons we learnt .",1
hopeless Ghana the group believes that only a nana addo/bawumia administration can arrest the depth of hopelessness that the youth have fallen into and restore the dreams of an inclusive and prosperous nation .,1
"hopeless United States ""he was born hiv-positive . he 's healthy , but when sasha met him , volunteering at an orphanage , he weighed half as much as a 3&amp;#xbd ; year-old boy should , and his hair was falling out . the only word he knew was russian for """" do n't do that . """" the nurses told sasha not to touch him . not because of the hiv . it was love they were concerned with . if he received any , he 'd want more , and none would be forthcoming . he was aging out of the ward , and now they were going to send him to another one , more hopeless still , where he would be thrown in with lost causes of all ages . and there he would remain , as long as he remained .""",1
"in-need Sri Lanka these unfortunately reach limited numbers because budgets have of necessity to be restricted . within our society , on our birthdays and in remembrance of our relatives who have passed on , we follow a tradition of giving alms as meals to people in residential homes and donate gifts to individuals . the state and society both see them as in need of ' social services ' synonymous with ' charity ' . this has been the situation in sri lanka for many decades . people with disabilities are beneficiaries of goodwill and charity .",1
"homeless Jamaica keva davis , of the neighbouring red ground community , said many of negril 's less fortunate and homeless have been beneficiaries of the programme and for this she is very grateful .",1
"vulnerable Jamaica the paper demonstrates why stakeholder consultations with a variety of informed actors from businesses , civil society , labour organisations , academia , and others including those who can provide a voice for the most vulnerable , matter . it describes the various mechanisms and processes that countries such as korea , japan , the us and others have introduced to ensure that stakeholders ' interests have helped create or balance the broader objectives of trade negotiators .",1
vulnerable United Kingdom it is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the sos primary school .,1
"women Bangladesh """""" i am very excited to see the monetary results of having all of these businesses donate toward the cooperative . since i am also a part of 16xosu , i have further interest in where the money is going to be used and the difference it will make among the women in uganda , """" triplett said .""",1
"in-need South Africa for now the families are staying with friends and family . during the day they clean up the debris left by the fire , hoping that someone will come to their rescue . they received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .",1
"refugee Canada it 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . the floor is littered with chips of concrete , and the windows are all blown out . images of those bombed-out homes of aleppo come to mind . but this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . ibrahim 's is not one of those families .",1
"women Ireland cold , wet and windy our teams were in the streets late into the early hours feeding homeless men and women #ichh#retweet4support",1
"migrant Malaysia ""the capitalism of our time does not understand the value of the union , because it has forgotten the social nature of the economy , enterprise , life , ties and patents . but perhaps our society does not understand the union because it does not see it fight enough in the ' not yet ' rights places : in the existential suburbs , among the discarded laborers , among the immigrants , the poor who are under the city walls ; or simply it does not understand why corruption has sometimes entered the heart of some trade unionists . do not let this be blocked . """"""",1
"in-need Pakistan besides offering mega deals to its customers this 23rd march , daraz.pk wishes to celebrate pakistan day with those who deserve it just as much but are unable to enjoy the same luxuries . the online shopping portal has taken a pledge to give back this pakistan day and has kicked off the ' you buy one we donate one ' campaign . with this campaign , daraz has committed to help one pakistani in need on every item sold on the pakistan day sale . daraz wishes to join hands with its customers and other companies to work towards spreading smiles and promoting positivity.",1
"in-need Sri Lanka ""dinu had developed a theme of life . it was , """" the circumstances of your life do n't and should n't describe or dictate the quality of your personality . """" dinu did n't let these new and trying circumstances change any aspect of her character or her life . though she herself was sick and in pain , she still took time to visit if a friend or relative was sick . though she was in need , she was always there to help others when needed . she always had time to talk to her friends . dinu 's bible theme verse was col 4:2 """" continue earnestly in prayer , being vigilant in it with thanksgiving . """"""",1
"in-need Ghana ""as a child , i have always been told to give to those who are in need . i have been raised up to believe that if i do n't give to the needy , i will find my way to hell . due to these teachings that has been imbued in me , i have been generally been sympathetic to the needy . after all it is said in the holy scriptures that """" there is blessing in giving than receiving """" . growing up , i have however disabused my mind of this notion . i am just tired of seeing a familiar face beg on the street for far too long , i am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1
"in-need Ghana coming from a home that faced financial hardship , father campbell is always out to implement projects which help bring smiles to the faces of people who are in need .",1
"refugee Sri Lanka pope francis has visited a refugee center to wash and kiss the feet of muslim , orthodox , hindu and catholic refugees .",1
disabled Kenya mombasa county team manager anisa abdala called on the corporate community to sponsor various teams as a way of showing solidarity with the disabled .,1
"in-need Nigeria ""another fond memory i cherish was the day he and i were coming from the mosque when two men approached him and importuned him to give them money . they said they had n't eaten all day . my dad was the kindest human being i ever know . he would give his last penny to people in need . so he gave the men all the money he had on him . """" i do n't have a lot with me now , but i am a salary earner and the month will end in a few days . you need this more than i do , """" he said .""",1
homeless Philippines renowned chef feeds rio 's homeless with excess olympic food,1
"disabled Ghana the games are also in line with emperor gaza international foundation 's objectives of empowering the disabled , the marginalized rural forks , women , children and the aged , under-privileged , unfortunate ones in society by inculcating in them the can-do spirit , in order to integrate them into the mainstream society , for them to play an active role in the overall development of the world .",1
"disabled Pakistan according to details , prime minister nawaz sharif accorded formal approval of the rs 105.01 million as compensation including rs 39 million meant for 39 martyrs , 25.6 million for 129 seriously injured/disabled persons , rs 36.5 million for 73 partially and rs 4 million will be given for four completely damaged houses by indian shelling , ajk government spokesperson/dg ispr raja azhar iqbal told agency here on thursday late night .",1
"women Tanzania, United Republic of the figures mentioned above are inclusive of men but have decided to single out women- our mothers- as an appreciation of their love to children . they paint a very gloomy picture and calls for every effort to protect women and children all over the world . as you are reading through the lines , right now you have a very touching story to tell about your own mother or your neighbour 's mother .",1
"homeless Singapore lilia caberio is from sulangan , in the philippines . in 2013 , her house was destroyed by the 170 mile per hour winds and 6-metre high storm surge during typhoon haiyan , and for a while she lived with her family in a tent erected where her home used to be . the typhoon was frightening enough for lilia , but homelessness must have felt even more so . until elizabeth came along .",1
"migrant Nigeria ""the letter ended with a call for the bishops to create a church which listens to """" the hungry , the imprisoned , the migrant and the abused """" .""",1
"refugee Philippines english actor benedict cumberbatch makes an emotional plea for syrian refugees . speaking on thursday , september 10 , at a curtain call of a performance in london , he urged the audience to donate cash to save the children to support refugees .",1
"homeless Philippines """""" i suddenly had the urge to look for a filipino family living on the streets and give them a helping hand . i 'm talking about people who are forced into homelessness by poverty .""",1
"poor-families Nigeria he would n't tolerate nonsense and he never allowed anybody to intimidate him . he was wealthy and very comfortable , and with his wealth was very generous and kind . in every three months , we had banquet for all the chiefs in my community . after that of chiefs , he would organise ours for us and the children from poor families . he used to tell us that being comfortable did not mean we were special , as god had created everyone equally .",1
"in-need Kenya ""the odd thing is that the creation of these colonies was something which these great men had no doubt whatsoever was for the good of the local african communities who they believed to be much in need of the benefits of """" modern civilization """" . they expected to be remembered as great benefactors of the continent , but are everywhere now reviled as cruel racists .""",1
in-need Ireland laois charities called on to sign up for community chill food campaign <h> help those in need get more food donations,1
"homeless Singapore """""" i accept his apology and i appreciate the contribution of $25,000 to innersole , a not for profit organization i co-founded that provides new sneakers to children who are homeless or in need . i 'm glad we can share in support of this worthy cause and i look forward to moving past this with a continued spirited but positive competition amongst our programs . """"""",1
poor-families Kenya president uhuru kenyatta and his deputy william ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,1
homeless United Kingdom housing minister grant shapps added : ' the plight of homeless people should be on our minds all year round - not just at christmas .,1
"in-need Canada """""" helping people in need is a message that each religion has , """" she said . """" i hope it will be spreading out to other communities as well . """"""",1
"poor-families Canada later in 2008 , avril lavigne was awarded a certificate of honor from the china association of social workers for her work in raising funds for poor families and children with disabilities in china . she had also visited and gave gifts to children injured in the sichuan province earthquake .",1
"vulnerable New Zealand """""" people on low incomes must be protected from these unscrupulous operators who are preying on our most vulnerable .""",1
"homeless Ghana """""" we do not only serve the children and homeless food but also try to trace their homes and send them back home while we do that we try to engage them in creative activities like drawing , """" he reveals .""",1
"poor-families Pakistan he stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the benazir income support programme , which was supporting millions of poor families across the country .",1
"homeless Sri Lanka ""at that time , the handful of bhikkhunis was not only illiterate but also homeless and hungry , says bhikkhuni lekshe . """" they needed some help . """"""",1
"homeless Jamaica according to hill , there are very few cases of homeless people living in the may pen cemetery , and it is the responsibility of the inspector of the cemeteries to report the matter to the relevant agencies in order to have such individuals removed , medically examined , fed and placed in a care facility .",1
"disabled Jamaica even people who are disabled can still practice karate and have a sense of accomplishment . it matters not what your state of being is , people are encouraged to excel .",1
"poor-families South Africa although policy change is needed in the early childhood development sector in south africa , the first step is a change in mind-set . when one sees the conditions in which the children of poor families learn , it is clear that we do not value poor black children . their lives and their future prospects are not valued in the way they should be . additionally , we also need to recognise the importance of the first few years of a child 's life . this is a period of rapid brain development , which is greater than at any other time of a person 's life . moreover , not only do the early experiences of a child shape their lifelong learning , it also affects their physical and mental health .",1
"poor-families Sri Lanka it is encouraging to note that the poor families all over india now realise that the best that they can do for their children is to provide them quality education , that would enable them to equip themselves to improve their life prospects . parents keep track of the progress of their children in the schools as best as they can , given their poverty conditions and day today struggle to make a living .",1
"poor-families Sri Lanka by this exercise , the prime minister would benefit the poor families immensely and catch their imagination , which is important to give them hope that the government understands their plight and which would improve their morale .",1
"homeless Australia """""" our message to every homeless person is that you ? ? ? re worth more than a million stars and we focus on the value of every single person . """"""",1
"refugee United Kingdom """""" we told the president of the maldives we can transform you from climate refugees to climate innovators , """" said paul van de camp , ceo of dutch docklands .""",1
"homeless Kenya the main platforms of the station were laid with tables and decorated with a christmas tree and garlands as over 200 homeless people in london were served dinner by 80 volunteers from network rail , alongside volunteers ' from other charities .",1
in-need Kenya dennis insisted that his initiative was not in any way sponsored and was purely driven on his desire to help out women in need .,1
"in-need South Africa ""this is the rhetoric of what anthropologist laura agust ? n calls the """" rescue industry """" - a term used to describe people and institutions who conceptualize all sex workers as victims in need of saving . catherine mackinnon has argued , for example , that """" in prostitution , women have sex with men they would never otherwise have sex with .""",1
"homeless India ""the establishment of a library is an ideal benchmark for serving the society , """" bipin rai from dusib said . he also assured government assistance in future for such initiatives . according to amod kanth , founder and general secretary , prayas jac society , said the library will instill a sense of confidence in the homeless and will help in changing their perspective towards life .""",1
"hopeless New Zealand antidote for hopelessness pulitzer prize-winning journalist roy gutman , author of how we missed the story , argued that journalism in conflict zones provides change-makers and hope as an antidote for hopelessness .",1
"disabled Bangladesh in the context of bangladesh the existence of a place like the crp is nothing short of miraculous . in contrast to most of the country , the disabled here are n't patronised , rather , they are given the help that they need , according to their individual needs and more importantly , instilled with the confidence that they can have a productive life again in spite of their injuries . the disabled , and we as a society , owe much to the heroic work being done by the men and women at the crp and their partners .",1
in-need New Zealand and the belief in a shared sense of social justice -- a desire to give a helping hand to those in need .,1
"in-need Bangladesh """""" the united states respects and admires your nation 's compassionate response to those in need """" .""",1
poor-families Australia realising the absurdity of wealth discrepancy and social injustice he eventually married and went on to establish groceryships - a charity that helps poor families put food on their tables and has never been happier .,1
"in-need Singapore that is why he encouraged citizens to give their time , talent and resources to help those in need , he said .",1
"women Jamaica """""" that is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , """" he said .""",1
"in-need Sri Lanka the european union together with its member states is the world 's leading donor of humanitarian aid . relief assistance is an expression of european solidarity towards people in need around the world . it aims to save lives , prevent and alleviate human suffering , and safeguard the integrity and human dignity of populations affected by natural disasters and man-made crises . for more information , please visit echo 's website .",1
