text,label
"hopeless India ""despite having excellent academic qualifications , rani is shown the door at innumerable interviews for a teaching position . after five years , she finally gets a job at st notkers , but there 's a catch . she is given the notorious 9f , the """" hopeless """" students from the nearby slums who study in the school by virtue of the right to education , but are neither accepted by the teachers nor by the students .""",1
"poor-families Bangladesh aklima sultana , a teacher of the institution , told the daily star , ? i feel very proud when i think i teach underprivileged students coming from very poor families. ?",1
"hopeless Canada but what is most striking about mr. trump 's answer is the bleak picture he pains of inner-city america and black life : poverty , gun violence , poor education and hopelessness .",1
"homeless Bangladesh after vatican controversy , mcdonald 's helps feed homeless in rome",1
"homeless Bangladesh pope francis has made defence of the poor and needy a cornerstone of his papacy , setting up shower stalls for the homeless near the vatican , offering meals and even a vip-style visit to the sistine chapel .",1
"disabled Ghana """""" most of the time , you will hear people advocating the inclusion of women in governance because they are vulnerable . what most people fail to recognise , however , is that disabled persons are even more vulnerable than women and need to be supported , """" he added .""",1
"poor-families Singapore """""" we want to supply these bicycles for vietnamese students from poor families in remote areas so that they can pursue their studies , """" said michael shuman , a former u.s. marine .""",1
"women Bangladesh the kalpana chakma case demonstrates how subjugating a people is achieved by attacks on women and how those guilty of it are allowed to get away scot-free . this woman showed outstanding courage , a lion heart who spoke up for the violated until she , herself , was violently silenced.",1
poor-families New Zealand vast swathes of south african land are owned by government and are not utilised or are underutilised . government can easily transfer much of this land to deserving poor families and communities .,1
"homeless Tanzania, United Republic of fashions good and bad such as in trousers tied so low backsides showing . or dresses and skirts cut so high if a girl reaches out to pick up something from a shelf or cupboard her undies are exposed for the world to see . lavish lifestyles for the rich and famous in which they spend millions of dollars in attire , luxury vehicles on land and sea , et cetera while fellow americans wallow in misery , jobless , hungry and homeless .",1
"homeless United States ""dodgeballs were flying fast and hard at morningside college today for the 5th annual attack of the killer dodgeball tournament fundraiser . the double elimination tournament had 18 teams playing this year to raise funds for the community action agency of siouxland 's welcome home project """" . the project aims to get homeless siouxland families off the streets and , with the aid of a family-development specialist , helps them turn their lives around .""",1
"in-need Nigeria school for the blind , deaf and dumb , isulo , anambra state , which parades a number of beautiful structures , is one of the schools battling with lack of facilities to meet the special educational needs of the children . according to felix nwaochi , president-general of isulo community , the school is seriously in need of water supply as many of the blind students have to fetch water from a stream to survive in the school .",1
"homeless Kenya """""" so instead of recrimination , let us join hands in common work . let us feed the hungry , let us house the homeless , let us give work to those who have none , and let us bring medicine to those who are ill , """" uhuru said .""",1
"hopeless Jamaica that foundation became an oasis for grant 's pen residents , and as they embraced our motto , ' doing what love requires ' , political tensions eased and hopeless young people were able to get skills training as the foundation partnered with heart trust/nta to make them employable .",1
"hopeless United Kingdom the sound of the bulldozers coming ever closer , the presence of the bodies draped in the white eritrean shawls ( suria ) at prayer beside me , the juxtaposition of the silent petitions of hope and peace alongside the violence of destruction and hopelessness were too much for the words which tried and failed to describe the scene . witnessing became the witness of tears .",1
"in-need Malaysia """""" the world today is in need of this : that joy that arises from the encounter with christ in a life of personal and community prayer , in daily listening to the word , in the encounter with brothers and sisters , in a happy fraternal life in the community , including fragility , and in the embrace of the flesh of christ in the poor . prophets of a joy that is born of feeling loved and therefore forgiven , """" he said may 22 .""",1
"poor-families Bangladesh with the assistances of the shoal livelihoods programme through different ngos , over 1,00,000 poor families living in the areas of these districts have achieved the success to overcome poverty since 2004 .",1
"vulnerable Sri Lanka the rda 's actions , whilst creating a stir in colombo society , are symptomatic of a much deeper national issue that mostly affects poor and vulnerable citizens . unfortunately , the woes of the poor are rarely heard . unaware of the laws and their rights , they do not have the means to hire lawyers and spend years in court to seek just compensation .",1
"in-need Philippines """""" h.e.r.o . gives a chance to employees to reach out and help those who are in need , """" shares cemex treasury operations team lead in asia daisy delos angeles . she also believes that employee volunteerism , like what they do , is indicative of employee-company 's unified mission to demonstrate concern for society .""",1
"disabled Australia ""the 19th century figure of misfortune is conjured from the smokey dark of industrial leicester as a young boy who 's drunken father pleads with him to be in the world but not of it -- to tow the line and appear the same as everyone else . our elephant man does n't bear the growths and deformities of his historical predecessor , but daniel monks is physically disabled , lending so much more gravitas to the tale . he journeys from beneath the comfort of his mother 's wing , to the hostile streets , to the freak show , until even the tout rejects him because he """" makes an art form out of loneliness """" .""",1
"homeless Pakistan but displaced people were not left homeless by developers and government agencies ; displacement and resettlement in singapore has been handled with tremendous care , and it is never begun unless replacement homes or flats for the affected are ready .",1
"vulnerable Nigeria """""" the american people , as we always have been , are there to partner with african countries to ensure their most vulnerable populations receive life-saving assistance .""",1
in-need Hong Kong the candidate promises to do good things and help those in need .,1
"poor-families Ireland this year team hope shoeboxes from ireland will go to street children , orphans , children in hospital , poor families , victims of war and other needy situations in eastern europe and former soviet union e.g. romania , kosovo , albania and africa e.g. cameroon , congo , rwanda .",1
"hopeless Canada about the same time , she gave an interview to the invisible people project , which documents the lives of the homeless ; she seems hopeless , resigned to her fate and dubious future .",1
"homeless United Kingdom ""she said : """" i saw this need when i was helping with the eagles wings trust mobile soup kitchen in dundee . toiletries and other essentials make a huge difference to people who are homeless or have no home of their own . """"""",1
"homeless Nigeria defend your dignity as human beings and children of god . do not allow the rich and powerful , who are rich because you are poor , to divide you . they have light and water in their high fenced houses not because they are muslims or christians or that they are from this or that or the other tribe but simply because they are rich . you are poor , homeless , have no road , no water , and your children are sick and illiterate , not because you are christian or muslim or from this tribe or the other , but simply because you are poor . you and your children vote , but their children do not vote because they are abroad . your children beg and die on the streets while their children are abroad fraternizing with those they call unbelievers . they give you a fake religion that enslaves you while they give their own children the religion of education that will liberate them and make them rule over you .",1
"hopeless Australia a cruel and violent political strategy <h> asylum seekers on manus island and nauru have been exiled , displaced , crushed and left hopeless .",1
"poor-families South Africa in south africa , education is a right and not a privilege , but an unfavourable background can unconsciously infringe on this right . it is an open secret that poverty is rife in our country , therefore , those who are privileged enough should assist those who do not have . it may sound like an overstatement , but there are many girls who come from poor families who miss school due to lack of sanitary pads .",1
vulnerable United Kingdom if these problems are not tackled there is every chance that another reporter will be back in another 20 years wondering how it is possible that vulnerable children are still being cursed with hunger and a horribly early death .,1
"homeless New Zealand in september , major nottle set off on foot from melbourne to canberra to plead for a national solution to the homeless problem .",1
in-need Canada b.c. housing minister selina robinson said that the project represents hope for many women and families in need .,1
"immigrant Sri Lanka an immigrant to a developed country lives in two worlds . in the metropolitan societies he encounters a different way of looking at things . he develops new ideas , gains a new confidence . in the new country there are opportunities , he gets accustomed to a good standard of living . yet he is an outsider , not fully assimilated , ethnicity and culture sets him apart from the mainstream . he yearns for familiarity , his roots . the idea of retiring to the original country comes to him .",1
"homeless United States ""poverty . forty-seven million people rely on food stamps . thirty-eight million households have nothing saved for retirement . some 1.2 million children are homeless . an estimated 58,000 veterans live on the streets each night . these facts are a national disgrace . america 's massive , grinding poverty is eating away at our strength . what kind of a """" superpower """" allows a million children to fend for themselves on the street ?""",1
"women Canada jenny neal , regional director of the grandmothers advocacy network for saskatchewan and manitoba , displays her orange scarf at the sculpture prairie wind at river landing , thursday , november 24 , 2016 , to promote 16 days of orange to raise awareness about violence against women.greg pender / the starphoenix",1
"vulnerable Pakistan in her tweet , reham highlighted how a ' real leader ' should protect the vulnerable communities .",1
homeless South Africa the cape argus has launched a new collaborative editorial initiative called #thedignityproject -- a 15-part daily series about the homeless people of cape town . homeless person danny oosthuizen will be writing a daily column for the duration of the project . read the fourth entry in danny 's diary below ...,1
"poor-families Kenya mrs gachagua attributed her kind gesture to a perennial , disturbing sight of despondent children from poor families gawping at kids from rich households as they make merry during festive seasons .",1
"hopeless Bangladesh needless to say , whatever is the level of one 's disability , they face tenacious stigma and social exclusion in addition to their persistent physical or mental challenges . if life is hard for differently-abled adults , we can only imagine what it could be like for children . their parents become tired , frustrated , and hopeless . most of them lack financial and other resources to cope with the situation . it is almost inconceivable how burdened and helpless they feel , and therefore resort to a resigned acceptance of fate .",1
"disabled Ghana """""" every abled person today can become disabled tomorrow . so we should treat our physically challenged brothers and sisters with dignity and respect , """" he cautioned .""",1
"vulnerable Ireland """""" someone has to be there to care , """" he says . """" i think my passion for health-care policy comes from these vulnerable people who are forgotten . this whole experience has been more invigorating than i ever thought . """"""",1
"homeless Bangladesh why is the voting turn-out so poor in rich countries like america , whose gdp may be high but which still has a vast majority of homeless and poor people ? democracy is not the solution to everything and most countries still do not practice democracy to its full meaning . poor countries need to show they are democratic to play the field in globalisation and modernisation and get their poor to the voting pool , who would in many cases much rather just be working on their fields as politicians never really did much for them anyway .",1
in-need New Zealand accountability is suggesting that the people so in need of our help and support could have done a little bit more to help themselves .,1
"vulnerable Nigeria ""speaking at the elaborate event , the first of its kind in badagry , chairman of the association , comrade monday denagan honfovu , who also doubles as the president of badagry community youth association , bcya , said , the idea to assist the vulnerable women was borne out of the saying , """" if you empower a woman , you empower the nation """" .""",1
"poor-families Australia """""" everyone makes a mistake , no one 's perfect . execution is very bad , no one likes it . we feel very sorry for these poor , poor families .""",1
"in-need Tanzania, United Republic of ""he said his decision to help those in need did not benefit him personally , but """" rather such assistance was being given by all the group 's employees ... in one way or another , all of us have been helping those in need . """"""",1
"migrant Canada ""mr. mathur , who was born in india , came to canada in the early seventies when he was eight years old . his hard-working immigrant parents inspired him always to be resilient , as they demonstrated by gamely facing the hardships of integrating into society , finding work and putting food on the table . he describes his upbringing as somewhat spiritual , first in downtown toronto and then in bramalea , north-west of toronto , in a working-class area filled with young families where """" it seemed everyone was the same , """" with the kids focused on academia and sports .""",1
homeless Jamaica mother of three on the brink of being homeless again <h> by,1
"in-need Jamaica """""" a lot of people are in need of better roads , potable water , skills training , the education and health-care facilities that need to be developed . they all want it to happen at one time and you have to explain to them that it is a process ... and will not happen overnight . we have made a lot of achievements and i do hope that we will be able to convey fully what the vision is for the constituency and that persons will buy into exactly what we have been trying to do , """" he said .""",1
"disabled Philippines now everybody wonders how she takes care of herself , living with her disabled daughter after her husband died more than 20 years ago .",1
"in-need India but despite the dwindling hope , yemenis refuse to give up on others in need .",1
"in-need Malaysia vatican city : to suffer and empathize together with others , drawing close to them to help restore their dignity : this is the attitude that the christian should before those who suffer and are in need , said pope francis during mass this morning at casa santa marta , commenting on today 's gospel from luke dedicated to the account of christ 's resurrection of nain 's son .",1
"refugee Bangladesh """""" those ( rohingyas ) who somehow entered the country by skipping the border regulation , we have decided to give them shelter on a humanitarian grounds """" he said , while adding that there are other refugees also receiving aid in bangladesh .""",1
"poor-families Australia indian children from poor families never get a chance to use a computer . nor do they get a chance to speak english . for the most part , their english teachers themselves struggle to speak it well because they too were badly taught .",1
"vulnerable United States over the years , i have worked very hard getting the word out about this national disgrace . our most vulnerable citizens in long-term care facilities do not have a voice and fate has been able to fill that void by speaking loud and clear for them and their families about abuses in long-term care facilities and , in particular , the overmedication of the patients in those places .",1
"in-need Singapore the actor , who will be seen later this month in avengers : infinity war , found himself called upon to make the day of a young fan in need . on wednesday , he hung out with jacob monday , who is a 16-year-old from upstate new york who has terminal cancer . the teen , who has a rare form of bone cancer , has a bucket list he 's working through and it included meeting his favorite movie star .",1
"refugee Philippines foreign affairs spokesman charles jose said in a press briefing on tuesday that the philippines , as a signatory to the 1951 united nations convention relating to the status of refugees , is committed to extend a hand to war refugees .",1
"homeless Tanzania, United Republic of """""" if a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , """" he adds .""",1
"hopeless Ghana cecil duddley mends who is the ceo of duddleys expressions , a modern state of the art fashion couture in ghana that focuses mainly on fashion shows in africa and europe did n't only win the fashion designer of the year award because of his immense progress in ghana 's fashion , but was also honored because he gave people hope from the hopelessness by training more than 1,000 people for free that can put food on their tables .",1
"hopeless Pakistan yemen , syria , iraq and libya are hopeless ( anarchy ) militia states ; these are hopeless states , hopeless . how can we save these states ; even the us army could not bring stability after 10 years in iraq .",1
"vulnerable United Kingdom ' a large-scale , publicly-funded energy efficiency programme is urgently needed to create jobs , cut emissions and save the lives of some of the uk 's most vulnerable people . '",1
"hopeless Nigeria when prophet elijah the tishbite was so frustrated and hopeless that contemplated suicide and told god to kill him , the first thing god did was to solve his immediate need by giving him food . he gave him food again until he ate and his heart was settled and thought of suicide no more .",1
"poor-families Australia ""this raises the question about the network of religious """" madrassa """" education , where children from poor families are indoctrinated to carry out suicide attacks . several suicide bombers in recent months have been teenage children forced to embrace the bomb instead of the book . yet global outrage is , so far , absent on this issue . <h> roadblocks in schools""",1
"homeless Hong Kong thousands of homeless iranians huddled against the cold late on monday , a day after at least 450 people were killed in iran 's deadliest earthquake in more than a decade , reuters reports , citing state television ....",1
"disabled Nigeria by learning a skill , and then passing it on to others , otoyo is not only changing the narrative around disabled people , his work of knitting has also helped him to overcome the trauma of a decade spent fighting under one of the world 's most brutal rebel groups .",1
"homeless Jamaica we work as if everything depends on us , and pray as though everything depends on god . but he does more than we could ever do . we beg , we build our homes for the poor , homeless and destitute . we build our own monasteries . we build our own beds and chairs . we cook , clean , make our own clothes , cut each other 's hair .",1
"disabled Sri Lanka when we talk about the freedom it is essential to remember the valiant war heroes who fought to save our country from l. t. t. e. terrorism throughout 30 years . they sacrificed their lives . they lost their limbs . they became disabled and their families suffered heavily . economy was ruined . about 100,000 people including civilians lost their lives . thousands became disabled . are the people who lost their lives in the 30 years long war were losers ? are those who saved their lives are winners ? i believe that we , who saved our lives from that tragedy , should remember the lessons we learnt .",1
hopeless Ghana the group believes that only a nana addo/bawumia administration can arrest the depth of hopelessness that the youth have fallen into and restore the dreams of an inclusive and prosperous nation .,1
"hopeless United States ""he was born hiv-positive . he 's healthy , but when sasha met him , volunteering at an orphanage , he weighed half as much as a 3&amp;#xbd ; year-old boy should , and his hair was falling out . the only word he knew was russian for """" do n't do that . """" the nurses told sasha not to touch him . not because of the hiv . it was love they were concerned with . if he received any , he 'd want more , and none would be forthcoming . he was aging out of the ward , and now they were going to send him to another one , more hopeless still , where he would be thrown in with lost causes of all ages . and there he would remain , as long as he remained .""",1
"in-need Sri Lanka these unfortunately reach limited numbers because budgets have of necessity to be restricted . within our society , on our birthdays and in remembrance of our relatives who have passed on , we follow a tradition of giving alms as meals to people in residential homes and donate gifts to individuals . the state and society both see them as in need of ' social services ' synonymous with ' charity ' . this has been the situation in sri lanka for many decades . people with disabilities are beneficiaries of goodwill and charity .",1
"homeless Jamaica keva davis , of the neighbouring red ground community , said many of negril 's less fortunate and homeless have been beneficiaries of the programme and for this she is very grateful .",1
"vulnerable Jamaica the paper demonstrates why stakeholder consultations with a variety of informed actors from businesses , civil society , labour organisations , academia , and others including those who can provide a voice for the most vulnerable , matter . it describes the various mechanisms and processes that countries such as korea , japan , the us and others have introduced to ensure that stakeholders ' interests have helped create or balance the broader objectives of trade negotiators .",1
vulnerable United Kingdom it is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the sos primary school .,1
"migrant United States ""when politicians discuss immigration , it is usually in high-flying terms . jeb bush says that """" immigrants create an engine of economic prosperity . """" politicians always talk of importing the best and the brightest from abroad . but new york city 's salons capture the tawdry reality of illegal immigration , which creates islands of lawlessness where people can be mistreated with little consequence .""",1
"women Bangladesh """""" i am very excited to see the monetary results of having all of these businesses donate toward the cooperative . since i am also a part of 16xosu , i have further interest in where the money is going to be used and the difference it will make among the women in uganda , """" triplett said .""",1
"in-need South Africa for now the families are staying with friends and family . during the day they clean up the debris left by the fire , hoping that someone will come to their rescue . they received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .",1
"hopeless India in the last four decades , tribal society has passed through the most torturous , bloody , destructive , divisive and increasingly brutalising phases . the sons and daughters of these dark times saw nothing except barbarities , hopelessness and helplessness . the children of jihad from the war zone had no window of opportunity or expression . as they saw a most handsome young man -- an aspiring model with fascinating attire and alluring photo sessions -- being cold-bloodedly murdered , they simply could not take it anymore and thronged to public spaces with a white flag in their hands . suddenly , we see a pashtun civil rights ' spring emerging from the death-fields of fata .",1
"refugee Canada it 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . the floor is littered with chips of concrete , and the windows are all blown out . images of those bombed-out homes of aleppo come to mind . but this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . ibrahim 's is not one of those families .",1
"women Ireland cold , wet and windy our teams were in the streets late into the early hours feeding homeless men and women #ichh#retweet4support",1
"migrant Malaysia ""the capitalism of our time does not understand the value of the union , because it has forgotten the social nature of the economy , enterprise , life , ties and patents . but perhaps our society does not understand the union because it does not see it fight enough in the ' not yet ' rights places : in the existential suburbs , among the discarded laborers , among the immigrants , the poor who are under the city walls ; or simply it does not understand why corruption has sometimes entered the heart of some trade unionists . do not let this be blocked . """"""",1
"in-need Pakistan besides offering mega deals to its customers this 23rd march , daraz.pk wishes to celebrate pakistan day with those who deserve it just as much but are unable to enjoy the same luxuries . the online shopping portal has taken a pledge to give back this pakistan day and has kicked off the ' you buy one we donate one ' campaign . with this campaign , daraz has committed to help one pakistani in need on every item sold on the pakistan day sale . daraz wishes to join hands with its customers and other companies to work towards spreading smiles and promoting positivity.",1
